Date,Price,Open,High,Low,Vol.,Change %
9/14/2018,"6,485.00","6,495.00","6,593.00","6,355.60",16.37K,0.15%
9/13/2018,"6,475.60","6,334.00","6,523.40","6,334.00",19.24K,2.27%
9/12/2018,"6,332.00","6,290.90","6,355.00","6,203.10",16.08K,0.65%
9/11/2018,"6,290.80","6,332.10","6,397.10","6,178.10",16.61K,-0.27%
9/10/2018,"6,308.00","6,240.00","6,363.50","6,233.20",14.45K,1.09%
9/9/2018,"6,239.90","6,184.90","6,427.60","6,142.20",16.46K,0.89%
9/8/2018,"6,185.00","6,404.20","6,475.10","6,130.30",21.85K,-3.42%
9/7/2018,"6,404.10","6,516.10","6,532.90","6,322.80",20.74K,-1.71%
9/6/2018,"6,515.60","6,705.00","6,720.80","6,310.30",53.00K,-2.90%
9/5/2018,"6,710.50","7,357.30","7,400.00","6,700.00",55.65K,-8.81%
9/4/2018,"7,358.90","7,267.80","7,410.30","7,246.20",20.82K,1.25%
9/3/2018,"7,268.00","7,304.70","7,341.40","7,200.10",22.31K,-0.31%
9/2/2018,"7,290.40","7,197.50","7,367.00","7,137.20",44.68K,1.29%
9/1/2018,"7,197.50","7,022.90","7,260.40","7,020.50",21.39K,2.44%
8/31/2018,"7,025.90","6,986.10","7,084.00","6,889.00",19.38K,0.45%
8/30/2018,"6,994.70","7,037.90","7,060.00","6,802.40",24.58K,-0.72%
8/29/2018,"7,045.70","7,079.90","7,133.60","6,931.60",19.83K,-0.48%
8/28/2018,"7,079.70","6,910.50","7,127.20","6,872.00",30.07K,2.46%
8/27/2018,"6,909.50","6,707.00","6,911.60","6,653.50",24.21K,3.00%
8/26/2018,"6,708.40","6,732.80","6,784.10","6,574.50",16.75K,-0.36%
8/25/2018,"6,732.90","6,693.30","6,795.50","6,670.00",16.88K,0.55%
8/24/2018,"6,695.90","6,530.50","6,728.30","6,462.70",20.20K,2.58%
8/23/2018,"6,527.20","6,363.80","6,565.60","6,350.00",19.94K,2.71%
8/22/2018,"6,354.90","6,479.10","6,885.00","6,253.00",58.96K,-1.92%
8/21/2018,"6,479.10","6,255.20","6,500.00","6,245.00",29.50K,3.57%
8/20/2018,"6,255.90","6,485.10","6,520.60","6,230.20",31.72K,-3.53%
8/19/2018,"6,485.10","6,395.00","6,550.00","6,309.30",15.35K,1.47%
8/18/2018,"6,391.20","6,585.90","6,615.00","6,301.90",19.73K,-2.92%
8/17/2018,"6,583.30","6,312.00","6,588.70","6,290.20",26.76K,4.27%
8/16/2018,"6,314.00","6,270.20","6,474.70","6,215.20",25.14K,0.70%
8/15/2018,"6,270.10","6,188.60","6,623.80","6,181.10",66.22K,1.31%
8/14/2018,"6,189.00","6,241.30","6,244.00","5,879.30",52.70K,-1.01%
8/13/2018,"6,251.90","6,312.20","6,541.80","6,150.00",32.33K,-0.98%
8/12/2018,"6,313.90","6,234.70","6,481.70","6,163.30",23.05K,1.30%
8/11/2018,"6,232.70","6,147.00","6,485.70","6,008.20",37.12K,1.40%
8/10/2018,"6,146.80","6,533.60","6,573.60","6,014.50",43.50K,-5.86%
8/9/2018,"6,529.10","6,280.70","6,623.70","6,188.20",33.38K,3.98%
8/8/2018,"6,279.20","6,718.80","6,720.10","6,131.00",53.88K,-6.57%
8/7/2018,"6,720.50","6,940.10","7,149.90","6,678.80",32.25K,-3.18%
8/6/2018,"6,941.30","7,025.80","7,149.90","6,847.00",18.12K,-1.20%
8/5/2018,"7,025.80","7,013.20","7,089.70","6,890.20",17.68K,0.18%
8/4/2018,"7,013.20","7,420.00","7,490.00","6,930.00",31.72K,-5.48%
8/3/2018,"7,420.00","7,533.20","7,533.20","7,283.60",30.88K,-1.53%
8/2/2018,"7,535.20","7,606.00","7,707.10","7,463.10",17.75K,-0.97%
8/1/2018,"7,608.80","7,731.30","7,755.60","7,444.20",30.74K,-1.58%
7/31/2018,"7,730.60","8,179.50","8,179.50","7,670.00",43.55K,-5.49%
7/30/2018,"8,179.60","8,218.50","8,274.20","7,862.90",37.58K,-0.50%
7/29/2018,"8,221.00","8,235.70","8,293.90","8,123.00",10.19K,-0.31%
7/28/2018,"8,246.40","8,188.00","8,246.40","8,073.90",13.66K,0.74%
7/27/2018,"8,185.70","7,933.50","8,280.30","7,815.10",34.22K,3.11%
7/26/2018,"7,939.00","8,178.40","8,313.10","7,869.80",32.78K,-2.90%
7/25/2018,"8,176.00","8,380.00","8,485.70","8,073.00",36.97K,-2.60%
7/24/2018,"8,394.50","7,719.80","8,500.20","7,692.30",64.68K,8.74%
7/23/2018,"7,719.80","7,397.70","7,800.70","7,374.10",47.52K,4.31%
7/22/2018,"7,400.50","7,403.40","7,572.70","7,338.90",17.17K,-0.04%
7/21/2018,"7,403.30","7,333.00","7,458.00","7,221.00",11.41K,0.96%
7/20/2018,"7,333.10","7,473.60","7,681.00","7,278.20",32.74K,-1.88%
7/19/2018,"7,473.50","7,379.80","7,559.90","7,282.90",22.19K,1.28%
7/18/2018,"7,379.40","7,320.00","7,586.50","7,249.90",39.62K,0.81%
7/17/2018,"7,319.80","6,734.30","7,462.90","6,667.40",48.12K,8.78%
7/16/2018,"6,729.20","6,347.70","6,750.00","6,328.90",31.00K,6.02%
7/15/2018,"6,347.20","6,250.00","6,388.90","6,232.30",10.99K,1.55%
7/14/2018,"6,250.10","6,219.70","6,320.00","6,179.30",8.90K,0.48%
7/13/2018,"6,220.00","6,240.60","6,335.10","6,133.40",20.09K,-0.46%
7/12/2018,"6,249.00","6,377.70","6,377.70","6,080.80",24.98K,-2.02%
7/11/2018,"6,377.80","6,299.00","6,402.80","6,287.70",16.41K,1.21%
7/10/2018,"6,301.50","6,666.90","6,680.10","6,269.30",28.02K,-5.48%
7/9/2018,"6,666.70","6,705.90","6,820.00","6,617.10",16.30K,-0.60%
7/8/2018,"6,707.00","6,761.80","6,790.80","6,669.10",13.71K,-0.81%
7/7/2018,"6,761.70","6,602.20","6,826.10","6,511.50",15.29K,2.42%
7/6/2018,"6,602.10","6,531.60","6,636.90","6,452.90",14.95K,0.95%
7/5/2018,"6,540.20","6,589.90","6,697.70","6,452.00",23.13K,-0.76%
7/4/2018,"6,590.00","6,509.00","6,778.30","6,418.70",22.49K,1.38%
7/3/2018,"6,500.00","6,617.60","6,672.40","6,470.50",17.26K,-1.24%
7/2/2018,"6,581.30","6,617.60","6,672.40","6,539.00",26.92K,3.65%
7/1/2018,"6,349.70","6,391.50","6,435.00","6,260.20",11.38K,-0.65%
6/30/2018,"6,391.50","6,208.20","6,518.10","6,195.80",23.86K,2.95%
6/29/2018,"6,208.10","5,848.10","6,273.00","5,782.90",33.93K,6.12%
6/28/2018,"5,850.00","6,133.10","6,167.70","5,829.90",17.94K,-4.62%
6/27/2018,"6,133.10","6,073.50","6,181.40","5,989.00",18.27K,0.90%
6/26/2018,"6,078.50","6,250.80","6,273.70","6,050.20",18.83K,-2.69%
6/25/2018,"6,246.60","6,146.10","6,334.20","6,082.10",27.91K,1.60%
6/24/2018,"6,148.00","6,151.90","6,249.70","5,762.90",45.50K,-0.06%
6/23/2018,"6,152.00","6,041.00","6,253.90","6,014.00",20.70K,1.81%
6/22/2018,"6,042.60","6,715.20","6,730.70","5,929.10",55.25K,-9.99%
6/21/2018,"6,713.50","6,760.00","6,787.10","6,680.10",10.65K,-0.69%
6/20/2018,"6,760.40","6,732.70","6,818.20","6,560.00",18.71K,0.34%
6/19/2018,"6,737.50","6,711.60","6,832.90","6,666.20",17.38K,0.42%
6/18/2018,"6,709.20","6,443.50","6,826.80","6,378.60",26.37K,4.25%
6/17/2018,"6,435.70","6,491.00","6,573.00","6,426.90",9.44K,-0.77%
6/16/2018,"6,485.90","6,386.20","6,557.20","6,330.00",13.70K,1.58%
6/15/2018,"6,385.00","6,638.00","6,655.50","6,360.30",21.29K,-3.75%
6/14/2018,"6,633.70","6,295.10","6,703.40","6,269.50",33.06K,5.38%
6/13/2018,"6,295.20","6,543.10","6,611.70","6,125.70",45.58K,-3.80%
6/12/2018,"6,543.90","6,873.20","6,873.20","6,441.00",32.01K,-4.79%
6/11/2018,"6,873.30","6,757.30","6,897.00","6,631.00",22.38K,1.72%
6/10/2018,"6,757.30","7,498.10","7,498.10","6,633.90",57.82K,-9.89%
6/9/2018,"7,498.60","7,615.20","7,684.90","7,467.70",7.22K,-1.53%
6/8/2018,"7,615.10","7,685.70","7,697.00","7,544.00",12.20K,-0.96%
6/7/2018,"7,688.90","7,653.90","7,756.10","7,645.80",11.04K,0.46%
6/6/2018,"7,654.00","7,621.90","7,698.00","7,495.20",18.27K,0.42%
6/5/2018,"7,621.70","7,487.90","7,669.00","7,372.90",16.84K,1.78%
6/4/2018,"7,488.30","7,718.00","7,761.50","7,457.50",18.13K,-2.98%
6/3/2018,"7,718.00","7,639.00","7,777.40","7,600.00",13.80K,1.05%
6/2/2018,"7,638.10","7,521.10","7,691.20","7,445.50",17.36K,1.56%
6/1/2018,"7,521.00","7,485.90","7,599.80","7,344.80",19.04K,0.47%
5/31/2018,"7,485.80","7,375.10","7,599.70","7,338.00",19.46K,1.50%
5/30/2018,"7,375.10","7,465.30","7,557.50","7,279.60",22.08K,-1.14%
5/29/2018,"7,460.00","7,104.00","7,527.90","7,048.60",27.90K,5.10%
5/28/2018,"7,097.90","7,339.60","7,434.80","7,062.40",26.68K,-3.29%
5/27/2018,"7,339.70","7,330.80","7,411.50","7,220.10",16.17K,0.13%
5/26/2018,"7,330.30","7,456.70","7,621.70","7,286.10",13.81K,-1.71%
5/25/2018,"7,458.00","7,576.00","7,654.10","7,323.10",25.87K,-1.57%
5/24/2018,"7,576.70","7,503.30","7,718.00","7,260.90",38.86K,1.09%
5/23/2018,"7,494.80","7,978.00","8,020.00","7,442.10",41.68K,-6.05%
5/22/2018,"7,977.30","8,399.60","8,406.50","7,947.20",20.53K,-4.96%
5/21/2018,"8,393.40","8,523.70","8,586.90","8,317.70",17.22K,-1.53%
5/20/2018,"8,523.70","8,230.90","8,580.00","8,171.50",15.50K,3.54%
5/19/2018,"8,232.30","8,238.90","8,400.10","8,142.00",14.15K,-0.08%
5/18/2018,"8,239.00","8,054.80","8,276.60","7,927.80",23.44K,2.32%
5/17/2018,"8,051.80","8,349.70","8,466.90","7,986.80",25.19K,-3.41%
5/16/2018,"8,336.10","8,467.00","8,488.70","8,103.60",32.76K,-1.55%
5/15/2018,"8,467.50","8,668.50","8,838.00","8,420.70",26.21K,-2.34%
5/14/2018,"8,670.80","8,683.80","8,882.40","8,279.50",37.15K,-0.15%
5/13/2018,"8,683.60","8,467.00","8,753.00","8,320.00",22.90K,2.61%
5/12/2018,"8,462.70","8,419.50","8,631.60","8,204.50",36.66K,0.60%
5/11/2018,"8,412.40","9,015.20","9,015.20","8,341.80",54.49K,-6.72%
5/10/2018,"9,018.70","9,320.00","9,390.00","9,003.00",23.62K,-3.21%
5/9/2018,"9,318.20","9,180.70","9,370.90","8,980.10",22.81K,1.45%
5/8/2018,"9,184.70","9,356.40","9,469.70","9,052.30",25.86K,-1.98%
5/7/2018,"9,370.00","9,659.00","9,675.70","9,200.00",25.78K,-2.99%
5/6/2018,"9,658.70","9,859.60","9,963.90","9,455.00",26.92K,-2.04%
5/5/2018,"9,859.60","9,702.90","9,990.00","9,685.90",29.51K,1.62%
5/4/2018,"9,702.80","9,759.00","9,811.90","9,557.00",24.54K,-0.61%
5/3/2018,"9,762.10","9,237.90","9,838.00","9,162.80",36.48K,5.69%
5/2/2018,"9,236.40","9,069.10","9,279.80","8,979.60",20.18K,1.87%
5/1/2018,"9,067.00","9,240.70","9,240.70","8,829.10",25.59K,-1.87%
4/30/2018,"9,240.00","9,400.00","9,450.00","9,110.70",23.26K,-1.69%
4/29/2018,"9,398.60","9,340.30","9,564.10","9,184.60",27.31K,0.57%
4/28/2018,"9,345.30","8,911.00","9,436.00","8,845.00",45.08K,4.77%
4/27/2018,"8,920.10","9,269.70","9,381.10","8,902.80",30.15K,-3.87%
4/26/2018,"9,279.30","8,850.10","9,308.00","8,656.00",43.21K,4.52%
4/25/2018,"8,878.40","9,643.00","9,761.50","8,768.40",74.49K,-7.94%
4/24/2018,"9,644.40","8,940.20","9,737.90","8,929.90",60.35K,7.88%
4/23/2018,"8,940.00","8,791.40","8,940.00","8,769.90",23.26K,1.59%
4/22/2018,"8,800.00","8,917.60","8,979.80","8,752.90",31.43K,-1.34%
4/21/2018,"8,919.10","8,865.40","9,029.00","8,618.90",39.56K,0.60%
4/20/2018,"8,866.10","8,272.80","8,937.50","8,219.00",50.90K,7.17%
4/19/2018,"8,272.80","8,166.40","8,296.80","8,099.90",29.21K,1.30%
4/18/2018,"8,166.30","7,888.80","8,229.00","7,874.70",29.54K,3.50%
4/17/2018,"7,889.90","8,056.10","8,169.00","7,823.30",28.23K,-2.06%
4/16/2018,"8,056.20","8,354.80","8,415.00","7,900.30",37.56K,-3.57%
4/15/2018,"8,354.10","8,003.00","8,426.30","7,997.20",31.90K,4.39%
4/14/2018,"8,002.90","7,885.80","8,182.00","7,820.70",26.52K,1.48%
4/13/2018,"7,885.80","7,915.20","8,230.00","7,746.00",59.91K,-0.33%
4/12/2018,"7,912.00","6,944.00","8,083.70","6,761.30",94.57K,13.95%
4/11/2018,"6,943.10","6,839.30","6,975.70","6,795.00",29.54K,1.52%
4/10/2018,"6,839.30","6,770.90","6,890.60","6,650.00",26.15K,1.10%
4/9/2018,"6,764.60","7,024.00","7,187.40","6,611.00",75.96K,-3.69%
4/8/2018,"7,023.90","6,892.60","7,114.80","6,883.00",29.33K,1.90%
4/7/2018,"6,892.60","6,610.00","7,075.40","6,599.90",40.61K,4.27%
4/6/2018,"6,610.20","6,767.20","6,851.50","6,501.10",42.14K,-2.29%
4/5/2018,"6,765.00","6,785.80","6,911.00","6,571.90",45.85K,-0.31%
4/4/2018,"6,785.90","7,403.30","7,422.00","6,670.00",53.72K,-8.37%
4/3/2018,"7,405.60","7,073.80","7,509.60","7,020.00",49.86K,5.00%
4/2/2018,"7,052.70","6,813.10","7,121.40","6,770.20",44.01K,3.56%
4/1/2018,"6,810.00","6,925.40","7,035.10","6,432.40",54.90K,-1.66%
3/31/2018,"6,925.30","6,838.10","7,221.90","6,782.90",68.02K,1.24%
3/30/2018,"6,840.40","7,091.50","7,267.30","6,533.00",108.25K,-3.57%
3/29/2018,"7,094.00","7,936.00","7,963.90","6,897.20",77.41K,-10.61%
3/28/2018,"7,936.10","7,784.50","8,118.00","7,725.00",35.08K,1.95%
3/27/2018,"7,784.50","8,128.00","8,209.00","7,727.00",50.41K,-4.12%
3/26/2018,"8,119.10","8,445.00","8,496.40","7,839.10",56.38K,-3.86%
3/25/2018,"8,445.10","8,525.00","8,673.90","8,373.00",30.69K,-1.05%
3/24/2018,"8,535.00","8,911.40","9,040.20","8,463.00",44.21K,-4.19%
3/23/2018,"8,908.00","8,703.80","8,910.00","8,272.80",44.91K,2.32%
3/22/2018,"8,706.40","8,888.60","9,088.00","8,453.10",54.42K,-2.18%
3/21/2018,"8,900.10","8,899.80","9,175.20","8,755.70",42.86K,0.00%
3/20/2018,"8,899.70","8,600.20","9,025.00","8,309.60",54.28K,3.48%
3/19/2018,"8,600.10","8,209.00","8,689.90","8,100.00",73.28K,4.88%
3/18/2018,"8,200.20","7,832.00","8,285.60","7,240.00",88.92K,4.45%
3/17/2018,"7,851.00","8,250.00","8,350.10","7,729.50",48.97K,-4.85%
3/16/2018,"8,251.00","8,250.10","8,602.70","7,903.20",56.34K,-0.02%
3/15/2018,"8,252.90","8,181.30","8,416.70","7,666.30",82.58K,0.81%
3/14/2018,"8,186.60","9,135.20","9,400.10","7,923.80",78.81K,-10.38%
3/13/2018,"9,135.00","9,130.20","9,479.00","8,827.70",61.54K,0.15%
3/12/2018,"9,121.00","9,528.00","9,894.70","8,776.80",67.58K,-4.27%
3/11/2018,"9,528.00","8,764.40","9,726.10","8,429.00",70.48K,8.74%
3/10/2018,"8,762.00","9,216.20","9,500.00","8,691.10",52.54K,-4.94%
3/9/2018,"9,217.00","9,301.90","9,420.50","8,351.00",98.20K,-0.89%
3/8/2018,"9,300.00","9,910.70","10,109.00","9,037.00",67.75K,-6.09%
3/7/2018,"9,902.90","10,779.00","10,899.00","9,422.10",75.22K,-7.62%
3/6/2018,"10,720.00","11,403.00","11,403.00","10,578.00",44.24K,-6.10%
3/5/2018,"11,416.00","11,497.00","11,696.00","11,390.00",27.56K,-0.74%
3/4/2018,"11,501.00","11,454.00","11,544.00","11,061.00",28.07K,0.53%
3/3/2018,"11,440.00","11,024.00","11,526.00","11,024.00",30.65K,3.76%
3/2/2018,"11,025.00","10,908.00","11,189.00","10,766.00",28.86K,0.92%
3/1/2018,"10,925.00","10,316.00","11,087.00","10,224.00",33.87K,5.91%
2/28/2018,"10,315.00","10,583.00","11,063.00","10,270.00",43.89K,-2.40%
2/27/2018,"10,569.00","10,320.00","10,880.00","10,133.00",39.72K,2.40%
2/26/2018,"10,321.00","9,583.00","10,437.00","9,359.90",45.94K,7.99%
2/25/2018,"9,557.40","9,666.30","9,840.00","9,284.30",30.52K,-1.13%
2/24/2018,"9,666.30","10,144.00","10,499.00","9,350.30",55.70K,-4.72%
2/23/2018,"10,145.00","9,826.50","10,395.00","9,583.90",59.07K,3.20%
2/22/2018,"9,830.00","10,453.20","10,912.00","9,740.00",71.23K,-5.98%
2/21/2018,"10,455.00","11,216.00","11,239.00","10,200.00",76.96K,-6.80%
2/20/2018,"11,218.00","11,172.00","11,776.00","11,101.00",60.92K,0.40%
2/19/2018,"11,173.00","10,398.00","11,250.00","10,308.00",50.74K,7.72%
2/18/2018,"10,372.00","11,062.00","11,250.00","10,122.00",69.83K,-6.17%
2/17/2018,"11,053.50","10,161.00","11,083.00","10,050.00",52.80K,8.77%
2/16/2018,"10,162.00","9,996.00","10,270.00","9,674.90",43.89K,1.65%
2/15/2018,"9,996.90","9,454.30","10,175.00","9,338.80",67.53K,5.73%
2/14/2018,"9,455.40","8,515.90","9,488.00","8,512.60",50.36K,11.03%
2/13/2018,"8,515.90","8,902.90","8,952.80","8,339.70",39.51K,-4.32%
2/12/2018,"8,900.60","8,070.00","9,000.00","8,070.00",51.40K,10.31%
2/11/2018,"8,069.00","8,563.00","8,569.00","7,851.00",52.21K,-5.77%
2/10/2018,"8,563.10","8,678.10","9,074.30","8,152.10",68.15K,-1.38%
2/9/2018,"8,683.20","8,240.00","8,748.00","7,734.70",63.03K,5.44%
2/8/2018,"8,235.10","7,585.00","8,648.80","7,579.60",77.62K,8.54%
2/7/2018,"7,587.00","7,679.40","8,488.20","7,175.10",106.70K,-1.13%
2/6/2018,"7,673.80","6,946.60","7,860.00","6,000.00",192.76K,10.42%
2/5/2018,"6,949.90","8,185.20","8,378.00","6,658.80",131.29K,-15.25%
2/4/2018,"8,200.00","9,225.10","9,403.30","7,840.00",74.42K,-11.06%
2/3/2018,"9,219.40","8,887.10","9,495.00","8,189.60",51.91K,3.64%
2/2/2018,"8,895.80","9,181.00","9,201.00","7,972.20",123.34K,-3.11%
2/1/2018,"9,181.10","10,278.00","10,311.00","8,941.00",78.78K,-10.72%
1/31/2018,"10,284.00","10,170.00","10,411.00","9,761.00",43.23K,1.07%
1/30/2018,"10,175.00","11,215.00","11,250.00","9,864.90",61.28K,-9.25%
1/29/2018,"11,212.00","11,836.00","11,957.00","11,074.00",25.65K,-5.30%
1/28/2018,"11,839.00","11,455.10","12,181.00","11,398.00",29.62K,3.30%
1/27/2018,"11,461.00","11,068.00","11,683.00","10,822.00",34.40K,3.53%
1/26/2018,"11,070.00","11,144.00","11,647.00","10,298.00",56.75K,-0.68%
1/25/2018,"11,146.00","11,402.00","11,723.00","10,857.00",34.44K,-2.35%
1/24/2018,"11,414.00","10,811.00","11,529.00","10,454.00",43.82K,5.50%
1/23/2018,"10,819.00","10,770.00","11,383.00","9,901.10",63.85K,0.45%
1/22/2018,"10,771.00","11,519.00","11,886.00","10,009.00",66.35K,-6.45%
1/21/2018,"11,514.00","12,732.00","12,732.00","11,020.00",53.62K,-9.54%
1/20/2018,"12,728.00","11,462.00","13,002.00","11,425.00",46.30K,10.91%
1/19/2018,"11,476.00","11,036.00","11,879.00","10,649.00",48.55K,3.90%
1/18/2018,"11,045.00","11,101.00","11,881.00","10,515.00",85.24K,-0.33%
1/17/2018,"11,082.00","11,059.00","11,490.00","9,231.10",132.23K,0.09%
1/16/2018,"11,072.00","13,594.00","13,604.00","9,949.40",131.86K,-18.44%
1/15/2018,"13,575.00","13,558.00","14,350.00","13,307.00",33.46K,0.13%
1/14/2018,"13,558.00","14,190.00","14,391.00","12,874.30",35.60K,-4.46%
1/13/2018,"14,191.00","13,794.00","14,580.00","13,760.00",29.01K,2.96%
1/12/2018,"13,783.00","13,248.00","14,095.00","12,778.00",37.42K,3.90%
1/11/2018,"13,266.00","14,895.00","14,949.80","12,639.00",71.70K,-10.94%
1/10/2018,"14,896.00","14,426.00","14,896.00","13,338.00",57.33K,3.28%
1/9/2018,"14,423.00","14,902.00","15,355.00","14,122.00",43.44K,-3.40%
1/8/2018,"14,930.00","16,216.00","16,279.00","13,760.00",64.95K,-7.82%
1/7/2018,"16,196.00","17,163.00","17,176.00","15,726.00",30.84K,-5.62%
1/6/2018,"17,161.00","16,911.00","17,252.00","16,251.00",29.61K,1.44%
1/5/2018,"16,917.00","15,159.00","17,101.00","14,769.00",54.63K,11.59%
1/4/2018,"15,160.00","15,150.00","15,390.00","14,064.00",46.47K,0.03%
1/3/2018,"15,155.00","14,713.00","15,428.00","14,522.00",38.35K,3.03%
1/2/2018,"14,709.80","13,448.00","15,300.00","12,810.00",56.18K,10.15%
1/1/2018,"13,354.00","13,794.00","13,893.00","12,787.00",29.54K,-3.23%
12/31/2017,"13,800.00","12,385.00","14,140.00","12,183.90",43.29K,11.50%
12/30/2017,"12,377.00","14,308.00","14,403.00","11,690.00",75.43K,-13.55%
12/29/2017,"14,317.00","14,323.00","15,105.00","13,847.00",48.01K,0.01%
12/28/2017,"14,315.00","15,374.00","15,467.00","13,232.00",72.89K,-6.89%
12/27/2017,"15,374.00","15,680.00","16,494.00","14,463.00",54.99K,-1.95%
12/26/2017,"15,679.00","13,627.00","16,048.00","13,550.00",63.44K,15.09%
12/25/2017,"13,623.00","13,517.00","14,278.00","12,678.00",45.61K,1.09%
12/24/2017,"13,476.00","14,036.00","14,047.00","11,601.20",72.38K,-3.98%
12/23/2017,"14,035.00","13,173.00","14,986.00","12,755.00",59.92K,6.57%
12/22/2017,"13,170.00","15,650.00","15,826.00","10,718.00",179.00K,-15.94%
12/21/2017,"15,666.80","16,433.00","17,333.00","14,827.00",65.58K,-4.62%
12/20/2017,"16,425.00","17,340.00","17,709.00","15,500.00",82.16K,-5.30%
12/19/2017,"17,345.00","18,931.00","18,987.00","16,500.00",66.65K,-8.39%
12/18/2017,"18,934.00","18,959.00","19,171.00","18,010.00",53.58K,-0.20%
12/17/2017,"18,971.00","19,210.00","19,891.00","18,622.00",51.80K,-1.13%
12/16/2017,"19,187.00","17,569.50","19,548.00","17,098.00",48.27K,9.50%
12/15/2017,"17,522.00","16,396.00","18,098.00","16,352.00",63.11K,6.95%
12/14/2017,"16,383.00","16,122.00","16,999.00","15,870.00",45.72K,1.25%
12/13/2017,"16,181.00","17,010.00","17,288.00","15,674.00",62.88K,-4.63%
12/12/2017,"16,967.00","16,754.00","17,500.00","16,234.00",52.09K,1.27%
12/11/2017,"16,754.00","14,937.00","17,443.00","14,937.00",78.09K,11.72%
12/10/2017,"14,997.00","14,660.00","15,728.00","12,748.00",107.05K,2.30%
12/9/2017,"14,660.00","15,829.00","16,300.00","13,021.00",77.82K,-7.62%
12/8/2017,"15,869.00","16,608.00","17,160.00","13,774.00",124.11K,-4.41%
12/7/2017,"16,601.00","13,500.00","16,639.00","13,154.00",141.26K,22.72%
12/6/2017,"13,527.00","11,590.00","13,598.00","11,590.00",83.59K,16.66%
12/5/2017,"11,595.00","11,611.00","11,949.00","11,414.00",48.94K,0.00%
12/4/2017,"11,595.00","11,162.00","11,598.00","10,788.00",63.74K,3.93%
12/3/2017,"11,157.00","10,880.00","11,842.00","10,299.00",93.06K,2.54%
12/2/2017,"10,881.00","10,852.00","11,187.00","10,627.00",49.71K,0.11%
12/1/2017,"10,869.00","9,907.00","10,949.00","9,370.10",84.14K,9.71%
11/30/2017,"9,907.00","9,771.90","10,540.00","8,821.00",129.07K,1.62%
11/29/2017,"9,749.40","9,891.90","11,427.20","9,001.10",182.74K,-1.50%
11/28/2017,"9,898.00","9,727.10","9,977.80","9,608.30",47.11K,1.74%
11/27/2017,"9,728.80","9,303.90","9,760.70","9,268.90",66.66K,4.43%
11/26/2017,"9,316.00","8,791.00","9,495.00","8,769.20",67.57K,6.27%
11/25/2017,"8,766.20","8,191.60","8,770.00","8,132.90",44.25K,7.01%
11/24/2017,"8,191.60","7,977.00","8,350.70","7,873.00",42.85K,2.69%
11/23/2017,"7,977.10","8,230.00","8,267.60","7,977.10",32.10K,-3.07%
11/22/2017,"8,230.10","8,097.30","8,310.00","8,064.30",28.86K,1.64%
11/21/2017,"8,097.30","8,245.10","8,380.00","7,790.00",71.85K,-1.79%
11/20/2017,"8,245.10","8,052.80","8,310.20","7,943.40",38.28K,2.37%
11/19/2017,"8,054.20","7,770.60","8,126.90","7,652.00",39.13K,3.61%
11/18/2017,"7,773.30","7,674.10","7,867.00","7,419.50",40.70K,1.24%
11/17/2017,"7,677.90","7,865.00","8,029.80","7,511.10",75.95K,-2.37%
11/16/2017,"7,864.20","7,273.70","8,012.90","7,099.90",85.88K,8.05%
11/15/2017,"7,278.30","6,589.90","7,310.20","6,589.90",71.61K,10.63%
11/14/2017,"6,579.20","6,476.50","6,687.80","6,315.40",49.52K,1.62%
11/13/2017,"6,474.60","5,806.50","6,680.00","5,786.10",110.44K,11.21%
11/12/2017,"5,822.10","6,282.40","6,465.00","5,426.00",172.69K,-7.60%
11/11/2017,"6,300.70","6,541.20","6,788.00","6,166.00",72.84K,-3.69%
11/10/2017,"6,542.20","7,123.30","7,313.10","6,405.20",88.43K,-8.20%
11/9/2017,"7,126.20","7,447.00","7,447.00","7,017.60",50.14K,-4.25%
11/8/2017,"7,442.40","7,102.00","7,895.00","7,029.90",97.30K,4.77%
11/7/2017,"7,103.30","6,959.60","7,214.40","6,959.00",37.54K,2.13%
11/6/2017,"6,955.00","7,355.10","7,429.50","6,915.10",63.27K,-5.78%
11/5/2017,"7,382.00","7,370.90","7,595.00","7,272.00",46.29K,0.18%
11/4/2017,"7,369.00","7,104.00","7,521.10","6,936.50",48.62K,1.24%
11/3/2017,"7,278.40","7,018.90","7,447.50","6,926.50",64.15K,3.68%
11/2/2017,"7,019.90","6,735.00","7,315.10","6,724.50",97.45K,4.35%
11/1/2017,"6,727.30","6,450.20","6,727.30","6,348.00",57.13K,4.17%
10/31/2017,"6,458.30","6,129.90","6,472.10","6,082.70",38.76K,5.44%
10/30/2017,"6,125.30","6,146.00","6,237.20","6,010.00",33.26K,-0.50%
10/29/2017,"6,156.00","5,718.10","6,330.00","5,662.90",61.92K,7.61%
10/28/2017,"5,720.60","5,759.80","5,863.90","5,634.70",26.66K,-0.68%
10/27/2017,"5,759.60","5,890.00","6,010.20","5,681.20",39.71K,-2.21%
10/26/2017,"5,890.00","5,724.20","5,966.60","5,680.50",42.72K,2.97%
10/25/2017,"5,720.00","5,509.90","5,743.90","5,367.90",44.80K,3.82%
10/24/2017,"5,509.50","5,902.50","5,902.50","5,457.50",64.03K,-6.73%
10/23/2017,"5,906.90","5,980.50","6,051.00","5,639.80",67.06K,-1.23%
10/22/2017,"5,980.50","6,005.10","6,069.60","5,717.90",50.58K,-0.41%
10/21/2017,"6,005.10","5,984.90","6,190.00","5,873.60",53.52K,0.34%
